sentimen,Tweet
Neutral,mana yg bilang toge seribu ama cabe 2rb dpt banyak hah mana mau aku unyeng2 mulutnya pake cabe tuh liat toge seri 
Positive,ho meta aku ws mg ahhahahah
Neutral,boleh dikatakan kawan abang aku tiap2 minggu kawan dia kahwen 
Neutral,albums dong bantuin aku buk waduh waduh
Neutral,nctea selama ini aku cuma tau fotonya jisung aja yg disini dan sekarang udah tau video nya mission complete https 
Negative,when u so fuckin bored with u're life pgn ndlosor ndlosor aku
Negative,aku selalu berkorban dan rela mengorbankan perasaan demi kamu tapiemua ga ada artinya dimata kamu  
Neutral,karena warisan dari orang tua kenapa ga pindah meski itu cuma warisan meskipun aku belum terlalu alim masih 
Positive,kamu dulu hehe
Neutral,bnyk pe views tk credits nmpk baru prasan ni vid padahal yg amek bukan de aku yg amek 
Neutral,iyaa aku udah ngepost banyak tp blm dapet yg riku 
Negative,kamu nyindir aku yha hahaha yang aku anggep temen tuh dikit tapi kenalanku banyak gatau ya semakin dewasa circ 
Negative,bodo betul aku terhibur bodo ada member ceni 
Neutral,aku bengang lah dgn mi org tengah tak sihat la dia nak cari pasal
Positive,aku tahu didepanku banyak halangan dan rintangan tapi aku tak akan berhenti dan menyerah 
Positive,nasib baik akak aku normal 
Neutral,give away karena aku baru aja ngajuin perbaikan tiket karena kesalahan nama di tiket pesawat jadi aku mau adain give 
Neutral,setia ngga sama ongniel masih aja nanya kayak gini nggak aku mau bubarin ongniel aku mau rebut ong dari danie 
Neutral,saat kita pertama bertemu aku tidak tau jika kamu akan menjadi hal yg penting bagi ku
Negative,aku suka kaler ni tapi kalau aku pakai dah boleh agak dah buruk nya macam mana 
Positive,hahahaha kamu ya klo ada ice cream nyium aja deh besok aja ya imo jemput mau klo hari ini imo mau pacaran dulu 
Neutral,beneran nih ntar coba aku tanya g o managernya
Positive,lah kan emang cantik dek masa iya ganteng kalo kamu ganteng trs gua apaan dek 
Neutral,redbus nie mmg fakof teruk eh dua kali aku guna dua dua kali tak leh pakai book seat lain dpt seat lain 
Positive,wow aku salute org yg ada kesabaran yg tinggi niiiii huhuhu
Negative,hehe kenapa gitu takut aku pingsan tibatiba ya g
Negative,sampai sekarang do aku tertanya tanya apa faedahnya kita belajar tiup recorder masa sekolah rendah dulu 
Positive,kalo di surabaya liat cece cece ngomong kayak anak jaksel tapi logat e suroboyo gyettt be like lah ya ntik gua pick up 
Negative,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
Positive,ehh nakk haha aku kdg ngam2 cantik kdg tu ter jauh plak smpai kene bukak seatbelt nak hulur keluar haha 
Positive,jangan terburu buru mengartikan segala yang baru kamu lihat dari permukaan segala yang tampak belum tentu sesuai letak 9996
Neutral,lucu do tadi kak cafe asal mana dik mearawak kak k cafe org mana me kuching kak k cafe ohhh org bandar 
Neutral,ditanya 'kamu kenapa kalau ada masalah ayo selesain baik baik kalau aku ada salah bilang kalo kamu puny 
Neutral,pernah ada pengalaman ni punya la kumpul duit sebab dia ada financial problem sume bil 
Neutral,duduk aku disini diatas kursi dari kayu pena kupegang ditangan kanan dan kertas putih diatas meja
Negative,salah satu thread yang menyusah dan menyemakkan kepala orang banyak betul pause kau 
Positive,tls followan ama aku yukk rep rt kita temenan
Neutral,pernah jadi guru tamu did elite diby barat nunjukin foto jl uripumoharjo me ada yang 
Neutral,sejak kejadian tersebut aku jadi ok teruk
Negative,me everytime my bf tell me that i'm pretty apaan sih woy najis begitu dibilang cantik jangan gt ak 
Neutral,crush aku di straykids 
Positive,tuhan memang mentakdirkan kita untuk saling berjauhan tetapi aku yakin tuhan memiliki rencana besar dibalik itu semua
Neutral,temen temen yg ada di mineral town dan sekitarnya bisa tolong dibeli ya dagangan bapak ini beliau sudah sakit sakitan tapi 
Negative,ex aku dulu bukak wallet aku amek duit pastu buat muka comel baby amek sikit eaaaa 
Neutral,yatapi kalau ga ada bapak negara aku ga kebayang sih gimana aku bisa lewatin usia 25 ke atas dengan baik baik saja 
Neutral,aku teringat bapak aku prnh ckp mcm tu 
Neutral,terus kata senior gw lagi deki kalo kamu capek move on mending kamu berdoa gini 'ya tuhan kalo saya gabisa move 
Neutral,apa cuma aku yg gak ngerti itu mvnya am cb ceritanya lagi ngapain komen sih banyak yg suka tapi aku gak dong ik 
Neutral,punya tp tida untuk dibagi'' hanya untuq kdn 
Neutral,karena warisan dari orang tua kenapa ga pindah meski itu cuma warisan meskipun aku belum terlalu alim masih 
Negative,perkara paling aku takut bila tak sengaja terlukakan hati seseorang 
Negative,roommate hasut ajak makan tapi aku malas sangat nak turun cafe 
Negative,orang yang belum ada dalam hidup aku tolong jangan datang aku tak nak malas 
Negative,aku nggak pernah baik baik saja kalau lagi kangen sama kamu 
Neutral,kena game bapak ahhhhh wey geng tak semua laki boleh terima masa silam yg gelap seseorg pmpn tau even aku send 
Negative,sedih bila aku dengan cerita dr patient aku huhu makcik nie masuk ward sebab heart attack baik sngt suka tegur aku senyu 
Negative,adik aku ni spesis mulut manis dgn gf tapi dengan aku mulut cam gampang geram aku 
Neutral,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt 
Negative,kawanku bilang ke aku kau orng islam kok makan bpk kan haram dengn santai ku jawab aku juga masih suka alkohol 
Negative,abisnya kamu berdusta sih
Negative,aku murung betul laa jalan asyik pijak kain je ni omg sis tinggi pls
Negative,untuk manusia yang suka dengki aku buat something yang aku happy so jangan kacau okay 
Neutral,pernah makan di der carbin bistro bandareri alam masai jb tak pernah solat di ruang solat kontena kat bawah tu tak in 
Neutral,origin yg crack ada ngn aku bawak hardisk haha
Positive,dengan tata ruangan yang bikin kamu nyaman deh buat nongkrong 
Neutral,sempena hari jumaat ni aku nak mintak sikit sumbangan dari korang untuk mereka di kemboja sana wang sumbangan kekurangan l 
Neutral,kalo lagi berdua sama gebetan terus salah satu main hape mulu kemungkinan ada dua 1 lagi ngurus kerjaannya 2 dia nggak 
Negative,weh kejadian memalukan kt rnr gambang aku salah masuk kereta dalam tu ada bini orang tengah gendong anak 
Negative,nin nun dengerin curhatan emak kamu sibuk dgn pacarmu terus yaa wkwk
Positive,sentaknya terdiam akan bungkusan mie yang ia lihat guys lihat deh aku dapet apa kocak banget gak sih l 
Positive,kamu tidak perlu menjadi bulan atau bintang untuk terlihat sempurna karena menjadi dirimu sendiri adalah sebuah kesempurnaan 
Neutral,kalau malaysia ada the purge dua ekor keling ni aku cari aku siat2 kulit aku bakar punai sekor2 aku seksa cukup2 
Neutral,sudah aku follow ya btw di sebelah mana sih j amp t nangor tau ga 
Neutral,ni nak femes je sebenarnya 
Positive,hahahah agree nak mengadu itu ini panggil awak saya selalu whatsapp hmmm pastu kite marah kite 
Negative,enggan melepas hati yang satu tetapi menggoda hati yang lain kamu ini kemaruk jadi manusia 
Positive,nampak sgt aku tkde life hahahaha
Neutral,tengah jenguk ampaian kat luar tetiba ada budak bilik depan ni hi kak kat aku 
Negative,mungkin malu beda sama aku udh suka ga ngaku ga cerita2
Negative,sama aku juga teh pengen usia segitu tapi ngga tau ya nanti gimana wkwk
Neutral,sbb tu bila tak belajar hadis jngn tafsir sndiri sbb akan salah lagi2 guna sheikh google search hadith pastu siap sila tabayyu 
Negative,sampai sekarang do aku tertanya tanya apa faedahnya kita belajar tiup recorder masa sekolah rendah dulu 
Positive,pak aku pengen nikah pak nduk nikah kue ibadah ojo kesusu ndak ra khusuk nduk paaak 
Neutral,adik aku yang darjah 5 tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better 
Positive,guys aku jumpa ayat yang berguna untuk digunakan time korang tengah putus asa sabar terbahagi kepada dua iaitu sabar 
Negative,makin aku besar makin banyak perkara yang aku pendam dan tak kongsi dengan orango jangan pelik kalau aku dah tak kuat semb 
Positive,ana uhibbuki fillah hatta fil jannah abadan abada aku mencintaimu hingga ke syurga selama lamanya kerana allah 
Negative,ingat kan dulu aku baiiiik sekali tapi semua berubah ketika arisal mengajarkan untuk dingin 
Neutral,sebenarnya takde ciri pun bila dah sayang someone tu dia gelap pun kita suka dia putih pun kita suka dia tak hensem pu 
Positive,mau daftar jadi driver ojol 
Negative,crush kalau nak tegur ye tegur kalau suka cakap suka daripada kau dok tengok je story aku tak pernah missebb 
Negative,hahahaha pastu buat2 terkejut eh dah sampai aku tumbokk muka kau kang 
Positive,doa rezeki tak putus inna haa zaa larizquna maa lahu min na fadesungguhnya ini ialah pemberian kami kepada kamu pember 
Positive,aku doakan lelaki yang tengah kerja cari duit untuk pasangan masing masing diberikan kesihatan dan dimurahkan rezekiemo 
Neutral,'taeyong buka dengerin aku aku bisa jelasin' jalan pak rh 
Neutral,weh aku gi kelas tadi and paling bangang dalam hidup aku aku lupa nak tanda attendant apa yang bodohangat hang ni kinnnn meroyan jap 
Positive,happy videogameday untuk seluruh gamers dimanapun kamu beradaemoga engga cuman main gamers juga bisa berprestasi lewat g 
Negative,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
Negative,kl mau jahat sama orang tuh coba pikir dulu dia pernah jahat gak sama kamu dia pernah ngecewain kamu gak dia baik kan kenapa kamu jahat 
Neutral,aku ke kampus untuk seminar hasil ketemu wong2 podo kabeh takok e kok kluyuran ae ben dikiro maba a 
Neutral,yea kayu ko pnggil aku kan
Negative,cikgu lah punca aku tak suka nama sendiri uh
Negative,kemaren bunda cerita ada kucing kaki depannya dua di potong karna nyuri makanan di restoran ya allah ngetik ini aja mata aku panas 
Positive,setuju deh sama kamu 
Positive,moga baik2 saja n dapat baby comel 
Positive,yuk intip gaya busana julie laiskodat ini bisa jadi refrensi kamu ke kondangan lewat 
Neutral,kejadiannya gini jadi sektar pertengahan thn 
Positive,aku mohon tepatilah janjimu penantiancintaeps19
Positive,aku akan bertahan selagi aku bisa namun disaat aku sudah tak bisa dan tak kuat bertahan maka aku akan pergi dan menjauh 
Neutral,apa hadiah terakhir yang kamu terima make up 
Negative,kerumah tiba2 ngasih kue pas aku umur ke 15thn pdhl selama setahun kita ga pernah chtn dan kabar2an dan tiba2 dia dateng 
Positive,wkwkwk ketawa aku kalo sedaerah sekalian meet up deh g
Positive,ocit kangen banget ini aku irene dapet acc dari temen dan mau balik rpw 
Positive,hayuk mas aku mau
Negative,amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara 
Negative,ngagetin asli kesel masa the nun giginya emas kalah aku
Neutral,family dh book villa utk raya cina pastu abg kata villa tu 4 bilik mak papa 1 bilik bangnan 1 bilik bangwan 1 
Negative,member dah kahwin aku crush pun tak jumpa lagi 
Positive,iya juga yaa ternyata aku sehebat itu
Neutral,korang tahu tak ada apps namaocar untuk sewa keretaekarang tengah ada banyak promotion sbb baru lagi aku baru tempah k 
Neutral,miss lanjut miss aku kangen logate cece2 galaxy miss ayotalaaa
Negative,sekalipun jokowi sdh didampingi khma tetap saja dia dituduh pki jangan2 khma jg sdh difitnah sebagai 
Neutral,kek mana lah yeen d medan pun gk jumpa nya aku sama kau pulang ajalah aku 
Negative,her miss kan taman safari jauh yo di pasuruan aku males nganterno andrew kesana kalo taman safarinya tak undang ke ru 
Neutral,giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga 
Neutral,calon kamu
Positive,itu apalagi cuma tuduhan tak berdasar opo aku ra tambah ngguyu 
Positive,gaisss gaiss aku mau ajak kalian bernostalgia nihh yukk simaxxxx
Neutral,ohhh iya aku baru mudeng
Negative,aku dah give up seratus tahun lalu
Neutral,siang happy friday sholat jum'at nya jangan lupa ya aku habis ada kegiatan terus nanti ada latihan bareng team j s 
Negative,salah mulu aku tuhh 
Negative,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang 
Negative,siapa dapat first impression macam niumpah aku ingat kau dulu sombong gila orang pun cakap kau macam sombong aku p 
Positive,aku yg ngobatin kalo kamu sakit 
Neutral,aku tengok member yang keluar pergi sana sini tak habis2 duit diorang guna ilmu apa aku makan terlebih 10 ringgit sikit 
Neutral,rlt kakk aku mau jumatan tapi ngantuk bgtt semangatin aku dong huhu 
Positive,kalaulah dengan senyuman boleh pulihkan hati aku yang sakit ni aku sanggup senyumetiap masa aku sanggup 
Negative,sayang kamu ga inget aku 
Negative,aku ada buat salah ke 
Negative,penat la bukak twitter skrg gaduh pasal lgbtemua nk buat undang2 sendiri lelaki dgn perempuan gaduh pasal siapa paling 
Neutral,start 0 05 dia terus jadi rosenicotine 
Positive,tapi aku mencintaimu 30 emha ainun nadjib 14ep 2018 tetes tak mungkin kau temukan alama 
Positive,iya tulus itu coba saja kamu fokus bersihin jerawat biar pede lagi
Neutral,kawan aku yg pakwe dia kaki pukul dia tu no 4 kena pukul ke apa ke lambat dia nak marah lpstu cepat pulak sejuk hatinya 
Positive,dan memang terbuktilah aku lagi tertarik dengan orang yg kelakar hahaahahahahaha
Negative,kayaknya kalo nonton langsung aku pengsan
Positive,hanya karena kamu ditolak tidak berarti kau harus bersedih 
Neutral,gengss help rt yaaa aku jual ini nih sm postcard dvd daniel 60k aja yg member set tinggal jaehwan jisung daehwi 
Neutral,terus ga lama kemudian ada nonik sekitar umur 11 taun dtg sama sus nya nyamperin cici yg drtd chit chat 
Neutral,di kepala aku kok ya jelas sekali semua adegan2nya bisa di buat skrip film ini 
Positive,aku ganteng weareskatepunkers
Neutral,kalau nak cari baju kemeja batik or tshirt batik ni aku syor kan korang tengok kat ig ni harga dia mur mur bin ladin ht 
Positive,tidak ada yang sia sia jika kamu bisa mengambil hikmah dari setiap masalahemua hanya proses pembelajaran diri untuk men 
Neutral,giveaway karena hari ini umur aku bertambah jadi aku ingin berbagi rules aja dan ucapkan saya wish dan screenshoo 
Positive,semoga kamu tdk secepatnya berlalu 
Positive,kamu mau kemana sih udah disini aja diluar dingin biar aku peluk ucap kasur kepadaku di setiap pagi hari 
Neutral,seimbang aku berat sebelah 
Positive,aku akan meyakinkan smw org bahwa mohini mencintai hartamu mohini penantiancintaeps19
Neutral,bwk aku pantai remis pon bolehh haha
Negative,alalalaaaaa baru nk tunjuk kat adik aku video ngokngek koya melukis tu u u
Neutral,silence and pendam lebih better aku dah taknak jadi mcm dulu dah aku kena happy 
Neutral,gimana kalo aku bener bener suka kamu gt lt 
Neutral,snsd grup berumur 11 tahun bikin saham agensi naik auto trending topic worldwide tinggi di chart musik 1 di it 
Neutral,kalau adik aku kasi oi aku pun siap dia dgn cewek dia punya mainnnnnnnn nda pernah nda bagi salam alim kemainnnn 
Neutral,walaikumsalam sebab kami cuba untuk menggunakan teknik ingatan yang baik walau camane pon kami tetap kalah sebab perempua 
Positive,mau dong aku lg butuh acc 
Positive,aku tidak akan melepaskan tanganmu sebelum kau melepaskannya full house
Positive,aku suka orang cakap macam ni even tak rasa benda tu menyusahkan pon at least aku tahu dia appreciate pertolongan aku https 
Neutral,pernah jadi guru tamu did elite diby barat nunjukin foto jl uripumoharjo me ada yang 
Neutral,kalaulah aku jumpa life hack ganti minyak motor ni dulu genius budak budak sekarang ni 
Neutral,amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara 
Negative,aku hanya mengingkari kata hatiku saja 
Neutral,kwajanya tinggalkan aku 
Neutral,kapan aku dapet ginian 
Negative,weh aku murung seumur hidup
Negative,bukan aku taknak ws ibu or kakngah tapi nanti pemurah je ayaq mata aku ni lagumana ka
Positive,wkwkwkwkwkwwk tumben sekali kamu bepikir positip iiiaaaa
Negative,ya masak kepala2 negara ini mengecam jokowi di dpn umum iri mungkin iya 
Neutral,kamu punya apa kirim cv dulu sini
