Sentiment,original_text
Negative,"USER Nama bule kelakuan idiot bela gabenernya, padahal sih malu ya njing... Bayarin sekolah masi mending daripada lu di comberan aja ngga bisa bayar, gimana mau maju... Jual biji aja nyuk'"
Positive,"USER Abisnya kesel, udah ditegor pdhal..emg kalo efek ngrokok itu salah satunya bikin budek sih, jangan ngerokok ya kak ajus \xf0\x9f\x99\x88'"
Negative,USER Ngentot donk'
Negative,USER Mulai deh bolot nya_-'
Negative,USER Keren memek nya ya om hiu'
Negative,USER USER Orang2 bego kebanyakan minum &amp; makan kotoran onta ...otak nya somplak'
Negative,USER DARI TADI KEK KUNYUK HADEHHH'
Negative,USER aku akun baru masa sisa checkout minggu ini udah habis. Anjir gimana dong mau belanja nih?'
Negative,USER \xe2\x80\x9cMas cocok kalo bawa pisang. Kaya monyet.\xe2\x80\x9d ujarnya lalu menjulurkan lidah.'
Negative,"USER wkwkwkwkwkwkwk kenapa dihapus twitnya, uda? Saya ketawa kenceng sampai seisi kantor pada bingung. Yg nonton film itu babi hahahahahaha'"
Negative,USER USER USER USER USER USER USER wah nih manusia idiot di jawab malah ngomong ngelatur bukan mikir dah belajar dulu sana dasar goblok sok pintar tapi bloon'
Negative,USER Tai wkwkw nyesel kan lu'
Negative,USER persib kunyuk selalu...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
Negative,USER USER USER USER USER Siti goblok. Hidup di indon meminta sedekah. Lagi mau buat bising di Malaysia yang makmur dan kaya raya.'
Negative,USER TERUS AJE LO KUNYUK :)'
Negative,"USER Saran yg TIDAK SMART, bodoh dan tolol'"
Negative,USER /kepeluk dari belakang; senyum/ mau apa hm? /rasain jarinya masuk mainin memek/ mhh /elusin tangannya/'
Negative,USER Ayo lah mas. Udab becek nih memek.'
Negative,"USER Ayo, memek pengen diisi kontol juga.'"
Negative,"USER E-eh\xe3\x85\xa1 memek aku gatal, kak. Kayaknya habis digigit serangga. Mau bantu kasih salep, gak?\n\n; tutupin memek pakai selimut'"
Negative,USER Enak buat gesek2 memek \xf0\x9f\x98\xb3'
Negative,USER Ngentot dong'
Negative,USER Sini by kempotin pake memek'
Negative,USER Yang ada ngentot.'
Negative,USER pantes bolot gini'
Negative,USER Terus??\nAlus nya di puji. Butut nya disebut butut. Goblog disebut goblog.'
Negative,USER wendy kunyuk bukan wandy. emang saya lalaki apa TAT'
Negative,"USER USER Anjir gue juga lupa sih, kelewatan bener asw jarinya. Sampe gue mute, pokoknya dia sadar gue mute. Uke pokoknya, terakhir jadi Bella kalo ga salah dnnya?'"
Negative,"USER Iya sih, kalo gue bandingin sama yang lain bucin banget dulu lu ke gue asw pantes aja digosipin.'"
Negative,"USER NGAKAK ASW WKWKWKWKWK. Seriusan? Gue pikir dulu dia ngatain ke lu gini kalo ga salah ""ya lu sih Taeyong mulu"" candaan doang.'"
Negative,USER dm kaya minta verif kunyuk bukan hai hai aja'
Negative,USER Kakya slow udik nya kelak. Tunggu hau hahahahaa'
Negative,USER Iya betul juga ya. Aku kok merasa BODOH membalas komen2mu yang tolol..... hehehe.. makanya balik ke bangku sekolah.. baca banyak data. Jangan karena rasa bencimu OTAK mu jadi gagal bekerja.'
Negative,"USER USER USER Salahnya Dia, mukanya jelek, mulutnya bay, otaknya Kotor. Apalagi didikan parte munafik ngaku dakwah kelakuan bejad.'"
Negative,USER USER Nanti umpetin setan loh. Mending mabar sudoku aja deh?'
Negative,USER Anak pecun... ga jauh2 dr hobi zina.. haha'
Negative,USER GILA MENTANG MENTANG DAH BUKAN ANAK SMA'
Negative,USER ya lu bacot bngst'
Negative,"USER Namanya anak buah iblis, \nmuslim taat dimusuhi muslim bermaksiyat dipuji-puji.\nPembela negeri dia benci, penjilat asing dia hormati.'"
Negative,USER diradio? tapi anda bisa melihat ya.. wah bolot'
Negative,USER wah orang goblok sekarang bisa main twitter ya?'
Negative,USER Lu kunyuk'
Negative,USER Ngentot yuk mba'
Negative,"USER In anak sama bapak sama"" tukang KIBUL,disekolahin tinggi"" biar pintet.ini yg ad malah tambah GOBLOK bin TOLOL!!!!'"
Negative,USER Sumpah gak nyambung samsek. Asaan di PE 1 udah pernah. Ini guenya yang bego apa gimana.'
Negative,USER USER USER Bukan milik kampret bodoh pastinya..ga sampe otaknya kampret'
Negative,USER USER BANGSAT KESELEK KENTANG GUA WKWKWKWKW TOLOL LENDIR MEMEK ANJING'
Negative,"USER Yo, yo, ini kontol :D'"
Negative,USER Humor gua anjir gobs. Kenapa jadi developer games dah ea wkwkkwkwkw'
Negative,USER USER USER USER USER USER Yg sdh di lakukan jual negara goblok....jk mmpu bangun bkn dgn kaki org lain tapi kaki sendiri....emg elo yg mo byr hutang utang bosmu eeeh bego...berapa kekayaanmu????'
Negative,USER masuk katagori barisan dajjal dan iblis si BU SUK'
Positive,USER Saya NTB tp saya bangun jalan di Papua bertahun-tahun!!\nSaya bicara krn faktanya tdk spt bualan si USER . \nDi beberapa tempat mmg susah mndirikan Masjid...tp bebas ibadah di Koramil atw Pos Brimob! Tp kalau dikatakan org Papua mandi pakai minyak babi itu bohong bssar!!'
Negative,USER emang kapan Tuhan pernah ikut pilgub sama lari ke arab ya cong??\nelo udah bencong otak idiot pula ....hina banget idup lo ya cong'
Negative,USER iya lah bencong idiot spt lo kan emang bloon ....baru pake foto aja udah ngaku2 asli'
Negative,"USER jiahahahhh si bencong idiot galau apa ngeper neh ketauan sering nyebarin berita fitnah .......maklum sih gw sama bencong turunan gerwani spt elo itu cong,gak fitnah gak makan kan .sama spt kerjaan lo yg suka mangkal di emperan ....hihihihihihi'"
Negative,"USER Asw, serem sumpah udah pernah nyari tau apa gitu'"
Negative,USER Sama anjir mangkanya gua on disini mulu'
Negative,USER BENCONG TREAK BENCONG'
Negative,USER blur kampret'
Negative,USER Yeuh kunyuk'
Positive,USER USER USER Susu monyet liar yee'
Negative,USER KENAPA BOLOT'
Negative,USER USER woy goblog gw ngakak=))'
Negative,USER USER Babi jgn diingatkan hahhahah'
Negative,USER USER Jilbab tapi akhlak bagai pecun\nCuihhh!!!'
Negative,USER bodo mamat gue ngambek bodo mamat gue ngambek URL
Negative,USER Bencong jam segini lagi ganti daleman.'
Negative,"USER USER USER USER USER USER Loe Bong ga denger jeritan Petani??ga denger jeritan Petani Garam?? Apa jgn loe BOLOT akut??...pemerataan apa yg loe maksud Bong?? Gw mohon dgn sangat,,segeralah Bersihin Kerak Otak Lumpur Loe yg sdh mengeras Bong\xf0\x9f\xa4\xa3\xf0\x9f\x98\x8e\xf0\x9f\xa4\xa3\xf0\x9f\x98\x8e\xf0\x9f\xa4\xa3'"
Negative,USER USER Lu tanya bank dunia\nOtak onta sih lu\nDongok malas bego tolol ya itu onta'
Negative,USER Memek mulus'
Negative,USER BAPA GOBLOG BGT DIANCUK PICEK KONYOL YANG ANJING JIANCUK ANCUK PICEK SEKARAT DIAMPUT TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK'
Negative,USER KRISTUS ANJING ASU JIAMPUT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK'
Positive,USER apa? vin? gimana gimana? mata gue budek gabisa baca'
Negative,USER USER USER USER USER Amit amit jabang bayi dopinadoh minggato setan gombel setan banci sko TL'
Negative,"USER Dia bodoh gila, pi baca tweet2 dia semua masalah sial'"
Positive,"USER kalau kualitasnya gini jangankan bayar nanti 31 Mar, gratis pun mending pake antena nonton di Indos*ar \xf0\x9f\x98\xa3 URL"
Negative,USER 11 GB raib dicuri oleh providernya sendiri USER kan kampret'
Negative,USER Ngomong gak diatur. Bodo apa pikun? Kurang literasi nih pak jenderal. Lha wong bibib kena kasus menghina pancasila kok katanya paham sekali.\nMabuk kecubung nih orang'
Negative,USER Dua orang sarap klo disatuin gimana jadinyaa cobaaak \xf0\x9f\x98\x82\xf0\x9f\x98\x82'
Positive,USER USER Babi tu makhluk Allah..'
Negative,USER USER USER USER anda lebih TOLOL'
Negative,"USER USER USER USER USER Yaaelah chat aja loe urusin,, noh yg dah keliatan mesum anggotaDPR pd mingkem,, yg nyata selingkuh 7th kalian pura2 budek,,, #bong200 gk nyampe otaknya...'"
Positive,USER pernah naek atas monas? gila hebat'
Negative,"USER USER USER Karna cebong bukan ahli bully, yg ahli bully itu gerombolan kampret panik yg sampai skrg blm menemukan sosok yg pas pengganti jokowi.\nItu artinya jokowi wajib 2 periode.'"
Negative,"USER ""Musik milenial emang sampah, mending dibilang tua daripada jadi (indie idiot)""..\nMaksud km indie disini apa ? Musik modern ?\nIndie itu berasal dari musik independent bro.. dalam artian musisi tersebut tidak mnggntung nasib pada fihak lain(mandiri).Musisi old udh indie sejak dulu'"
Negative,USER Selera musikmu modern? \nPlaylist lebih banyak lagu terkini?\nTapi takut dibilang anak indie idiot sama netizen?\n\nNgapain insecure? \n\nMusik jadul emang sampah\n\nMending dibilang anak indie idiot\n\nDaripada jadi anak jadul tapi idiot'
Negative,USER USER mereka emang punya masa kelam tapi mereka sinting klo bilang culture mereka bnyk ditiru krn utk membuka luka lama atau menista\xe2\x80\xa6 mksd nya kan sebagian malah appreciate budaya itu\nsure gue ga habis pikir\ngue blok juga lama2 orang2 itu'
Negative,"USER memek ,, eh mewek \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85'"
Positive,"USER Kenapa sampai ada cacing pita dalam sarden ,,taugak sarden itu dikemas dalam wadah seng untuk pengawet seng iti yg paling murah ya itu menyak babi'"
Negative,USER : brengsek lama2 tri ini. Aplikasi bima tri jgn dihapus knapa sih???'
Negative,USER USER USER kebanyakan alasan...\nsi banci bloon itu cuma TAKUT MALU... URL
Negative,USER USER zonkey hanyalah seekor banci planga plongo...'
Negative,USER USER dasar tolol.'
Negative,"USER anjir.....\n\ngue ngecek berkali kali buat mastiin itu cewe beneran apa cowo, siapa tau tipuan kaya video yg lain, ternyata asli cewe \xf0\x9f\x98\xad\n\nterlepas dari gender, tetep gabener sih astaga \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad semoga ade gue ga begini, aamiin.'"
Negative,USER asw gua ketawa'
Negative,USER Bacot la njer. Sok intelek. Kek telek'
Negative,USER Dari awal sebelum filmnya tayang juga udah gak boleh spoiler!!!!!\n\nBACOT ANJENG'
Negative,"USER Giliran diperingatin sama pelayan jogernya, baru mau mundur. Mana bikin barisan sendiri banyak banget lagi. Tolol.'"
Negative,USER kirain orang-orang kayak gini cuma karangan fiksi anjir'
Negative,USER Ngakak anjir'
Negative,"USER Waw banyak banget pejuh mu bro,,klu masuk memek istri aku bisa langsung hamil tuh'"
Negative,"USER ;\xe2\x80\x94 USER \n\n""Capek gue belajar terus.""\n""Bentar gue nak berak wkwk.""\n""Kunci motor yang mana?"" padahal motor elu sompret.\n""Mau greenteaaaaa.""\n""Pocky greentea.""\n""Pejoy greentea.""\n""I love you.""\n""Biar yang lain ninggalin gue, asal jangan lo.""\n""APASIH STORY NYA ITUUU GUE MUTE AJA.""'"
Negative,USER USER Pengagum dan pengidola bajingan penista agama msh menjadi ancaman buat demokrasi!\nMereka menghalalkan segala cara utk membalas sakit hati nya !!\nDasar pengecut tu jongos2 mulut jamban !\nKlw ini terus menerus terjadi malah gak sampe 2030 sept yg disampaikn pak prabowo'
Negative,USER Anjir kata kata guhe'
Negative,"USER dfd apaan yaallah, udik gua'"
Negative,USER Setan terkutuk'
Negative,USER ngentot seharian yey'
Negative,USER Mereun dititah ku si Gunawan : sia asri ngaku kunyuk jadi aing nu keuna kehed.'
Negative,USER Sarap tidur lagi enak si wkwk'
Negative,USER Jam segini waktunya banci mangkal taukk'
Negative,"USER Samain aja, jual ke banci gih siapa tau laku'"
Negative,USER Aku mau ngentot sama kamu'
Negative,"USER USER Twit w jadi begini, kan kampret :( URL"
Negative,"USER USER USER USER USER USER Yah mulai bego, mulai idiot, mulai baper #BaperMania'"
Negative,USER kunyuk nih pasukan tukang burjo...akun nye bokep melulu...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL
Negative,USER Liat memek kamu saya jadi horny say...'
Negative,USER Ayo mana si tua bangke dan pendukung kampretnya...'
Negative,USER USER USER Metodenya sih kampret bgt \xf0\x9f\x98\x82\xf0\x9f\x98\x82'
Negative,USER USER Kalau gw guna kan kampret kaga bisa ngeliat bro siang hari gimame si lollll'
Negative,"USER Asu, aku ngakak :('"
Negative,"USER Dia bukan lucu lagi tapi udah sarap, bawa dia pulang gratis tanpa garansi mbar. USER'"
Negative,USER halah kampret. baru mau ngirim'
Negative,USER Ga bnyk bacot pdhl'
Negative,USER DEMINA???? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 ih anjir sekarang malah jadi model brandnya ajsjsjsjaja'
Negative,USER USER USER USER USER USER Anjir mikirnya ngocok ya :('
Negative,USER USER Bodo jangan gangguin kesayangan gw lu \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\x92\xf0\x9f\x98\x92'
Negative,"USER untuk gw gak goblok:""&gt;'"
Negative,USER hahahahaha tai cuk'
Negative,USER Ahahahaha alah bodo. Takot iv ekgy ye suh mu nyanyi kagu klok je odo'
Negative,USER Gua ketemu anjir didepan gua :('
Negative,"USER Bukan cuma foto selfie, tapi juga foto badan, dll. Terutama foto yang bajunya terbuka. Beware, orang sinting makin banyak. Setidaknya menjaga itu lebih baik.'"
Positive,"USER Serem cuy liat bencong berantem, jiwa lakinya keluar'"
Positive,USER Waduh yang begini mending bikin google form aja takutnya yg ngerep diusilin sama cowok2 bejad:('
Negative,USER USER USER USER USER USER USER USER USER Ini kunyuk bukan ustad..modal bewokan.sama ngomong antam- antum.doang..'
Negative,USER USER Badan gede keker kelakuan kunyuk:('
Negative,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER YA POKOKNYA LU JUGA SINTING'
Negative,"USER Eh malam monyet jadian betul tau. KL Special Force cerita curi bank kan? Kita malam malam plan baik punya curi air kat cafe. Sorang jaga hujung, sorang jaga depan, sorang tengok cik syakri, hahaha gempak babi!'"
Negative,USER USER Bapak saya kok gembel bengad yaa'
Negative,USER Nah hasilnya bagi bagi ke akuu wkwkwk. Oh gitu bagus deh. Sarapan ga sarapan tetep sarap\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
Negative,USER Anjir. Dosa gua masih banyak tai wkwk'
Positive,USER AKU NAYEON BUKAN BOLOT\xf0\x9f\x98\xa0'
Negative,USER kok udah bilang bodo duluan :('
Negative,USER USER Sini perek'
Negative,USER Ga sekalian lu jadiin gua anak nih biar makin sarap'
Negative,USER bajingan presiden'
Negative,USER Typo gembel wkwk'
Negative,"USER Aku pawanf monyet, aku pawangnya dia monyetnya'"
Negative,USER Bunga bangke termasuk ya?'
Negative,USER USER KO GUA KAMPRET'
Negative,"USER Puter goblog, anda jangan bikin sy emosi ya'"
Positive,USER USER Gw yg suruh lu tinggal dihutan..LAKSANAKAN dan jaga dirimu dari tertawaan monyet hutan'
Negative,USER USER NGAKAK WKWKWKWKWWKWKWKWKWKWKWK BEGO'
Negative,USER Ah tai ki. Besok gausah diperpanjang kali ya. Busuk bgt USER di jkt. Ngerasain 200kbps aja kaga gua. Ana jg ngeluh mulu'
Negative,"USER USER Satu bukti valid lagi, bahaya virus idiot yg diminum oleh (salah satunya) admin USER bisa membuat otak berhenti bekerja saat mulut bicara atau jari menekan keyboard komputer.'"
Negative,USER Klo busuk mawati beragama islam .. Maka dia Takut dg dirinya sendiri\nGejala gila nich nenek ..'
Negative,USER waktu itu blm ada buzzer idiot...'
Negative,USER USER USER Malu ma nama+peci tu dsr pecun'
Positive,USER Monyet kecil yg pas diupi masi hidup yi wkwk'
Negative,"USER HB bajingan, go to hell erd u lil lil taknak mati, dh tua menyusahkn org'"
Positive,"USER BILA AKU DGR GO GO EN PART JK YG DIA SEBUT ""MADE"" TU AKU SUKA GILA HAHAHAHAH'"
Negative,"USER Lansung tag partainya...\nGa berani ya, berarti kau BANCI....'"
Negative,"USER Mereka sdh kalahkan penguasa, media, cukong dan sembako di pilkada Jakarta. Mereka bersiap menang di daerah lain. Tinggalkan si raja hutang, parpol terkorup di KPK, cukong koruptor BLBI Rp. 600 Triliun, bandar narkoba, tenaga kerja asing, pencabut subsidi rakyat, banci sembako !'"
Negative,USER sumpah weh pastu yang bertenggek kat counter pickup makanan tu nak apa sial kau masuk lah kitchen tu terus tengok dorg buat makanan kau bodo'
Positive,"[Fakta Ve]Ve dulu punya anjing, namanya juno dan bruno. Tapi sekarang karena udah besar, jadi anjingnya dipindahin ke rumah kakeknya.'"
Negative,\xe2\x80\x98Maju lu sini anjing\xe2\x80\x99 ni stail ah lepastu orang tu reply gung gung gung gunggg'
Positive,\xe2\x80\x9cpengetahuan tidak dapat menggatikan persahabatan. aku lebih suka jadi orang idiot daripada harus kehilanganmu (spongebob).\xe2\x80\x9d \xe2\x80\x94 patrick'
Negative,\xe2\x80\x9dPara Bajingan yang telah melukai Lady harus menerima ganjaran seratus kali lipat!!\xe2\x80\x9d(sanji) ##HBD17thPelautJKT48'
Negative,\xe2\x86\xbb\n\n... dan homo jadi mau tidak mau saya pun merasa harus membuktikan kalau saya tidak banci ke orang-orang namun sepertinya gagal karena banyak faktor apalagi dengan wajah saya yang bisa dibilang terlalu manis. Kedoyanan para wanita untuk di uwel-uwel. \n\n\xe2\x86\xb
Negative,{mu} ngapa gue ngikutin beritanya bencong-bencong itu yaelah'
Negative,1 kata buat lo!! BAJINGAN'
Negative,"1. manusia terkaga jelas ntu dia, sabar banget ngadepin gua wkwk, idiot garis keras, suka ngambek kg jelas, kdg nethink, kg suka dikacangin, moody kdg, ngambek e bentar doang, kaga pernah jelas ribut sama dia, bullyable, bocah dari segala bocah ya, dia.'"
Negative,"20. Jipepet ngeselin pisan anaknya. Baik kdang2, suka bener ama monyet. Cowonya segambreng caileh'"
Positive,"24 jam kedepan pengen buta, budek aja gamau percaya apa apa sip!'"
Negative,"6922.\nWedeeeh ini mah udah ky brother from another meki . HAHAHAHAHAH ngocol anjing ni anak g paham lg gua . Tiap"" chatan ketawa mulu gua dibuatnya ampe sakit perut . Baik banget, open minded, friendly, kocak, sampah, idiot, demen ngentot. Yg ada dipikirannya itu memek,memek mulu'"
Negative,8 bulan ga ketemu matematika di HI gue jadi goblok banget gitu'
Negative,"98. Sebenernya gw ogah temenan ama lu di rl rp \n\nGa anjing gw bercanda jan nangis lagi wkwk. Gatau, lu orangnya bikin gw banyak bacot. Udah si itu ae wkwk'"
Negative,Ada aki-aki.. Makan kue pancong.. Gw kira laki-laki.. Eh ternyata bencong!!'
Negative,ada bahan baru buat dibahas buat 5 tahun kedepan...bukan showtime doang bukan acara yg ada 3 makhluk kampret dan yg dihebohin fans duabelas sinting...'
Negative,ada yang mau kirim foto kontol gak nich ##sange #CHATSEX'
Negative,"Ada yg bilang alexis ditutup cukup dengan surat... hehe ketawain aja.. dah baca belum pers rilis dr manajemen alexis.. tp ga apa2 para kampret mah gampang dibegoin, dulu jg pernah bilang ditutup eh msh exis tuh alexis...'"
Positive,Adaloh orang yang suka nyinyirin pecun di timeline tapi ngelike postingan akun open BO. \xe2\x98\xba'
Negative,"admin kok dendaman, gausa jd admin tolol'"
Negative,Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol'
Negative,Ah tai lah'
Negative,Ahok versi Pakpahan .. Trims kepada semua pihak yg udah ciduk bajingan ini URL
Negative,"Akhirnya dapet pencerahan jg soal Adora-Hilman-Alina. Too complicated, tp faker emg bener ada sih di rl, emg nyatanya ada kok yg seniat itu buat jd faker. Gila gasi. Gapaham sih kenapa mesti jd faker gt? Apa sbnrnya doi penyuka sesama jenis yg show off gt? Apa gmnsi:('"
Positive,"Akibat pilek, bindeng.. kuping berasa budek \xf0\x9f\x98\x91'"
Positive,AKU HBS PULANG SKILLAB HBS PUYENG KRN AKU BUDEK GABISA BEDAIN SUARA REDUP JANTUNG PAS DIPALPASI ITU GMN SEMUA TERASA SAMA DIKUPINGKU TRS PAS PULANG LIAT TL W1 TERNYATA JADI KONSER AKU MAKIN POSENG.'
